Floor, 20, 0.5, 51, 0, 0, 0
Floor, 19, 0.5, 51, 0, 0, 0
Floor, 20, 0.5, 52, 0, 0, 0
Floor, 19, 0.5, 52, 0, 0, 0
Floor, 21, 0.5, 52, 0, 0, 0
Floor, 21, 0.5, 51, 0, 0, 0
Floor, 22, 0.5, 51, 0, 0, 0
Floor, 22, 0.5, 52, 0, 0, 0
Floor, 23, 0.5, 52, 0, 0, 0
Floor, 23, 0.5, 51, 0, 0, 0
Floor, 24, 0.5, 51, 0, 0, 0
Floor, 24, 0.5, 52, 0, 0, 0
Floor, 24, 0.5, 53, 0, 0, 0
Floor, 23, 0.5, 53, 0, 0, 0
Floor, 21, 0.5, 53, 0, 0, 0
Floor, 22, 0.5, 53, 0, 0, 0
Floor, 20, 0.5, 53, 0, 0, 0
Floor, 19, 0.5, 53, 0, 0, 0
Floor, 18, 0.5, 53, 0, 0, 0
Floor, 18, 0.5, 52, 0, 0, 0
Floor, 18, 0.5, 51, 0, 0, 0
Floor, 18, 0.5, 47, 0, 0, 0
Floor, 18, 0.5, 46, 0, 0, 0
Floor, 18, 0.5, 45, 0, 0, 0
Floor, 19, 0.5, 45, 0, 0, 0
Floor, 19, 0.5, 46, 0, 0, 0
Floor, 19, 0.5, 47, 0, 0, 0
Floor, 19, 0.5, 48, 0, 0, 0
Floor, 18, 0.5, 48, 0, 0, 0
Floor, 19, 0.5, 49, 0, 0, 0
Floor, 18, 0.5, 49, 0, 0, 0
Floor, 18, 0.5, 50, 0, 0, 0
Floor, 19, 0.5, 50, 0, 0, 0
Floor, 20, 0.5, 50, 0, 0, 0
Floor, 21, 0.5, 50, 0, 0, 0
Floor, 22, 0.5, 50, 0, 0, 0
Floor, 23, 0.5, 50, 0, 0, 0
Floor, 24, 0.5, 50, 0, 0, 0
Floor, 23, 0.5, 49, 0, 0, 0
Floor, 22, 0.5, 49, 0, 0, 0
Floor, 21, 0.5, 49, 0, 0, 0
Floor, 20, 0.5, 49, 0, 0, 0
Floor, 21, 0.5, 48, 0, 0, 0
Floor, 20, 0.5, 48, 0, 0, 0
Floor, 22, 0.5, 48, 0, 0, 0
Floor, 20, 0.5, 47, 0, 0, 0
Floor, 21, 0.5, 47, 0, 0, 0
Floor, 20, 0.5, 46, 0, 0, 0
Floor, 21, 0.5, 46, 0, 0, 0
Floor, 20, 0.5, 45, 0, 0, 0
Floor, 23, 0.5, 45, 0, 0, 0
Floor, 23, 0.5, 44, 0, 0, 0
Floor, 24, 0.5, 44, 0, 0, 0
Floor, 24, 0.5, 45, 0, 0, 0
Floor, 25, 0.5, 45, 0, 0, 0
Floor, 25, 0.5, 44, 0, 0, 0
Floor, 26, 0.5, 44, 0, 0, 0
Floor, 26, 0.5, 45, 0, 0, 0
Floor, 27, 0.5, 44, 0, 0, 0
Floor, 27, 0.5, 45, 0, 0, 0
Floor, 27, 0.5, 46, 0, 0, 0
Floor, 26, 0.5, 46, 0, 0, 0
Floor, 25, 0.5, 46, 0, 0, 0
Floor, 24, 0.5, 46, 0, 0, 0
Floor, 25, 0.5, 47, 0, 0, 0
Floor, 27, 0.5, 47, 0, 0, 0
Floor, 26, 0.5, 47, 0, 0, 0
Floor, 28, 0.5, 47, 0, 0, 0
Floor, 28, 0.5, 46, 0, 0, 0
Floor, 28, 0.5, 45, 0, 0, 0
Floor, 28, 0.5, 44, 0, 0, 0
Floor, 29, 0.5, 44, 0, 0, 0
Floor, 29, 0.5, 45, 0, 0, 0
Floor, 29, 0.5, 46, 0, 0, 0
Floor, 29, 0.5, 47, 0, 0, 0
Floor, 28, 0.5, 48, 0, 0, 0
Floor, 29, 0.5, 48, 0, 0, 0
Floor, 30, 0.5, 47, 0, 0, 0
Floor, 30, 0.5, 46, 0, 0, 0
Floor, 30, 0.5, 45, 0, 0, 0
Floor, 30, 0.5, 44, 0, 0, 0
Floor, 31, 0.5, 44, 0, 0, 0
Floor, 31, 0.5, 46, 0, 0, 0
Floor, 31, 0.5, 45, 0, 0, 0
Floor, 31, 0.5, 47, 0, 0, 0
Floor, 31, 0.5, 48, 0, 0, 0
Floor, 31, 0.5, 49, 0, 0, 0
Floor, 30, 0.5, 49, 0, 0, 0
Floor, 30, 0.5, 49, 0, 0, 0
Floor, 29, 0.5, 49, 0, 0, 0
Floor, 28, 0.5, 49, 0, 0, 0
Floor, 27, 0.5, 48, 0, 0, 0
Floor, 27, 0.5, 49, 0, 0, 0
Floor, 26, 0.5, 48, 0, 0, 0
Floor, 26, 0.5, 49, 0, 0, 0
Floor, 25, 0.5, 48, 0, 0, 0
Floor, 25, 0.5, 49, 0, 0, 0
Floor, 24, 0.5, 49, 0, 0, 0
Floor, 24, 0.5, 48, 0, 0, 0
Floor, 23, 0.5, 48, 0, 0, 0
Floor, 24, 0.5, 47, 0, 0, 0
Floor, 23, 0.5, 47, 0, 0, 0
Floor, 22, 0.5, 47, 0, 0, 0
Floor, 23, 0.5, 46, 0, 0, 0
Floor, 22, 0.5, 46, 0, 0, 0
Floor, 22, 0.5, 45, 0, 0, 0
Floor, 21, 0.5, 45, 0, 0, 0
Floor, 21, 0.5, 44, 0, 0, 0
Floor, 22, 0.5, 44, 0, 0, 0
Floor, 20, 0.5, 44, 0, 0, 0
Floor, 19, 0.5, 44, 0, 0, 0
Floor, 18, 0.5, 44, 0, 0, 0
Floor, 17, 0.5, 44, 0, 0, 0
Floor, 17, 0.5, 45, 0, 0, 0
Floor, 17, 0.5, 46, 0, 0, 0
Floor, 17, 0.5, 47, 0, 0, 0
Floor, 17, 0.5, 47, 0, 0, 0
Floor, 17, 0.5, 48, 0, 0, 0
Floor, 17, 0.5, 49, 0, 0, 0
Floor, 17, 0.5, 50, 0, 0, 0
Floor, 17, 0.5, 51, 0, 0, 0
Floor, 17, 0.5, 52, 0, 0, 0
Floor, 17, 0.5, 53, 0, 0, 0
Floor, 30, 0.5, 48, 0, 0, 0
Floor, 32, 0.5, 47, 0, 0, 0
Floor, 32, 0.5, 46, 0, 0, 0
Floor, 32, 0.5, 49, 0, 0, 0
Floor, 32, 0.5, 48, 0, 0, 0
Floor, 32, 0.5, 44, 0, 0, 0
Floor, 32, 0.5, 45, 0, 0, 0
Floor, 33, 0.5, 45, 0, 0, 0
Floor, 33, 0.5, 44, 0, 0, 0
Floor, 33, 0.5, 46, 0, 0, 0
Floor, 33, 0.5, 48, 0, 0, 0
Floor, 33, 0.5, 47, 0, 0, 0
Floor, 33, 0.5, 49, 0, 0, 0
Floor, 34, 0.5, 49, 0, 0, 0
Floor, 34, 0.5, 46, 0, 0, 0
Floor, 34, 0.5, 48, 0, 0, 0
Floor, 34, 0.5, 47, 0, 0, 0
Floor, 34, 0.5, 45, 0, 0, 0
Floor, 34, 0.5, 44, 0, 0, 0
Floor, 35, 0.5, 44, 0, 0, 0
Floor, 35, 0.5, 45, 0, 0, 0
Floor, 35, 0.5, 47, 0, 0, 0
Floor, 36, 0.5, 46, 0, 0, 0
Floor, 36, 0.5, 47, 0, 0, 0
Floor, 35, 0.5, 46, 0, 0, 0
Floor, 35, 0.5, 48, 0, 0, 0
Floor, 35, 0.5, 49, 0, 0, 0
Floor, 36, 0.5, 45, 0, 0, 0
Floor, 36, 0.5, 44, 0, 0, 0
Floor, 37, 0.5, 45, 0, 0, 0
Floor, 37, 0.5, 47, 0, 0, 0
Floor, 36, 0.5, 47, 0, 0, 0
Floor, 36, 0.5, 47, 0, 0, 0
Floor, 36, 0.5, 48, 0, 0, 0
Floor, 36, 0.5, 49, 0, 0, 0
Floor, 36, 0.5, 50, 0, 0, 0
Floor, 25, 0.5, 50, 0, 0, 0
Floor, 25, 0.5, 53, 0, 0, 0
Floor, 25, 0.5, 54, 0, 0, 0
Floor, 25, 0.5, 52, 0, 0, 0
Floor, 26, 0.5, 50, 0, 0, 0
Floor, 26, 0.5, 51, 0, 0, 0
Floor, 26, 0.5, 52, 0, 0, 0
Floor, 26, 0.5, 53, 0, 0, 0
Floor, 27, 0.5, 53, 0, 0, 0
Floor, 27, 0.5, 52, 0, 0, 0
Floor, 27, 0.5, 51, 0, 0, 0
Floor, 28, 0.5, 50, 0, 0, 0
Floor, 28, 0.5, 51, 0, 0, 0
Floor, 28, 0.5, 53, 0, 0, 0
Floor, 29, 0.5, 53, 0, 0, 0
Floor, 29, 0.5, 52, 0, 0, 0
Floor, 29, 0.5, 51, 0, 0, 0
Floor, 30, 0.5, 50, 0, 0, 0
Floor, 30, 0.5, 51, 0, 0, 0
Floor, 30, 0.5, 52, 0, 0, 0
Floor, 30, 0.5, 53, 0, 0, 0
Floor, 31, 0.5, 53, 0, 0, 0
Floor, 31, 0.5, 51, 0, 0, 0
Floor, 32, 0.5, 50, 0, 0, 0
Floor, 32, 0.5, 51, 0, 0, 0
Floor, 32, 0.5, 52, 0, 0, 0
Floor, 32, 0.5, 53, 0, 0, 0
Floor, 33, 0.5, 52, 0, 0, 0
Floor, 33, 0.5, 51, 0, 0, 0
Floor, 34, 0.5, 50, 0, 0, 0
Floor, 34, 0.5, 51, 0, 0, 0
Floor, 34, 0.5, 52, 0, 0, 0
Floor, 35, 0.5, 52, 0, 0, 0
Floor, 35, 0.5, 51, 0, 0, 0
Floor, 36, 0.5, 51, 0, 0, 0
Floor, 36, 0.5, 52, 0, 0, 0
Floor, 36, 0.5, 53, 0, 0, 0
Floor, 35, 0.5, 53, 0, 0, 0
Floor, 36, 0.5, 54, 0, 0, 0
Floor, 35, 0.5, 54, 0, 0, 0
Floor, 36, 0.5, 55, 0, 0, 0
Floor, 35, 0.5, 55, 0, 0, 0
Floor, 37, 0.5, 52, 0, 0, 0
Floor, 37, 0.5, 53, 0, 0, 0
Floor, 37, 0.5, 51, 0, 0, 0
Floor, 38, 0.5, 53, 0, 0, 0
Floor, 38, 0.5, 51, 0, 0, 0
Floor, 38, 0.5, 52, 0, 0, 0
Floor, 38, 0.5, 54, 0, 0, 0
Floor, 38, 0.5, 55, 0, 0, 0
Floor, 38, 0.5, 56, 0, 0, 0
Floor, 37, 0.5, 56, 0, 0, 0
Floor, 37, 0.5, 56, 0, 0, 0
Floor, 36, 0.5, 56, 0, 0, 0
Floor, 35, 0.5, 56, 0, 0, 0
Floor, 34, 0.5, 53, 0, 0, 0
